comment_id,comment_time,comment_text,user_id,latitude,longitude
294,1595912258, Сладковатый запах (фенол). ,277,54.6174838146037,39.8121166325364
295,1595912573," Газ.  Мазут, нефтепродукты.  Выхлопные газы. ",51,54.6079718607223,39.8147224220452
296,1595912609, Гарь. ,278,54.6131342935708,39.789807356074
297,1595913387," Мазут, нефтепродукты. ",227,54.6035571540359,39.8073278937475
298,1595914647, Канализация (сероводород). ,279,54.641257298646,39.6552437417881
299,1595916019, Тухлая капуста. ,280,54.685980469071,39.6391354182813
300,1595916094, Выхлопные газы. ,66,54.6189205482784,39.7907942499492
301,1595916518, Газ. ,281,54.6266504058184,39.7881849608154
302,1595916828," Мазут, нефтепродукты.  Бензин. ",282,54.6039217945525,39.753088329906
303,1595917351, Тухлая капуста.  Сера.  Дым. ,283,54.6332124531855,39.6429653347466
304,1595917533, Сильнейший химический запах второй день!. ,110,54.6030702821836,39.7604281392711
305,1595917771," Мазут, нефтепродукты.  Дым. ",284,54.6053578841216,39.8349072422252
306,1595917990, Выхлопные газы.  Сера.  Сладковатый запах (фенол). ,285,54.5533308294181,39.7107393517859
307,1595918168," Мазут, нефтепродукты. ",54,54.6212631419286,39.7452203579902
308,1595918828, Запах ж/д.  Канализация (сероводород). ,288,54.5346711013115,40.0011360971127
309,1595918868, Гарь.  Выхлопные газы. ,286,54.6083282050315,39.7726933909935
310,1595919807," Мазут, нефтепродукты.  Выхлопные газы. ",289,54.6089616189352,39.7538244275078
311,1595920135," Сера.  Мазут, нефтепродукты.  Канализация (сероводород). ",290,54.6228425372253,39.7641241964438
312,1595920359, Канализация (сероводород).  Сера. ,291,54.6018190482783,39.7973951387257
313,1595920953, Дым.  Тухлая капуста.  Гарь. ,292,54.6158905615666,39.700012193615
314,1595922204, Канализация (сероводород). ,293,54.6051085545479,39.8160359162527
315,1595923244, Тухлая капуста.  Сладковатый запах (фенол). ,294,54.6867568375383,39.638187868138
316,1595923435," Мазут, нефтепродукты.  Канализация (сероводород). ",295,54.631857871668,39.6940966840662
317,1595925619," Мазут, нефтепродукты. ",61,54.6297697905387,39.7467060244881
318,1595925636, Канализация (сероводород). ,297,54.6214071770647,39.7926594410985
319,1595925746, Канализация (сероводород).  Тухлая капуста. ,239,54.6042216497217,39.7423519278957
320,1595927574, Гарь.  Дым. ,298,54.6349924676034,39.670044916961
321,1595929482," Мазут, нефтепродукты.  Выхлопные газы. ",39,54.6293476756392,39.7617943881545
322,1595930606," Мазут, нефтепродукты. ",100,54.6165311670655,39.8097938395295
323,1595930929," Мазут, нефтепродукты. ",300,54.6292154740838,39.7496296512983
324,1595932082," Мазут, нефтепродукты.  Запах ж/д. ",71,54.6075623779589,39.816038045567
325,1595932676, Канализация (сероводород). ,42,54.5988683708405,39.8119620076224
326,1595933419, Выхлопные газы.  Сладковатый запах (фенол). ,301,54.5727872039203,39.7775655601201
327,1595936245, Выхлопные газы.  Гарь.  Дым. ,303,54.6019669005989,39.7131967811279
328,1595936251, Тухлая капуста.  Гарь.  Сладковатый запах (фенол). ,302,54.6090648280677,39.7976882032826
329,1595940481, Сера.  Канализация (сероводород). ,291,54.6016719004661,39.7973806203818
330,1595944401, Гарь. ,291,54.6018476959908,39.7973221621462
331,1595946539," Тухлая капуста.  Без прекрас, воняет говном. ",274,54.6012199026901,39.8202391915418
332,1595947608, Дым. ,306,54.6191320610263,39.8013561906204
333,1595947716, Канализация (сероводород). ,307,54.5619500282306,39.7838863037214
334,1595947956, Канализация (сероводород).  Выхлопные газы. ,301,54.6788097387371,39.8222955251271
335,1595948192," Тухлая капуста.  опять начало слегка попахивать трупным  запахом. ветер сегодня как раз токи с завода костяной муки, посмотрим что будет вечером. ",191,54.5122732702146,40.0369072227172
336,1595949249, Канализация (сероводород).  Сера. ,309,54.6045490772098,39.7941980590344
337,1595949333, Гарь.  Дым. ,100,54.6167067869774,39.8107613073449
338,1595949632, Гарь.  Дым. ,129,54.6208266351409,39.7975318227437
339,1595949640, Канализация (сероводород). ,310,54.6066837397416,39.8408740413137
340,1595950467, Гарь.  Дым. ,244,54.6233832786511,39.7814247948056
341,1595951932, Дым.  Канализация (сероводород). ,79,54.6147939774486,39.7164208543982
342,1595953641, Выхлопные газы.  Канализация (сероводород). ,54,54.6050931043109,39.7390710100589
343,1595954240, Канализация (сероводород). ,291,54.6020167981228,39.7976552414107
344,1595954628, Гарь.  Дым. ,58,54.6199316450125,39.7964270698088
345,1595955544, Сера.  Гарь.  Газ. ,218,54.6029018956231,39.708918839429
346,1595957492, Канализация (сероводород).  Сера.  Тухлая капуста. ,145,54.6015963547476,39.7969826775003
347,1595957534, Канализация (сероводород). ,193,54.6018890121382,39.788767512977
